Date,Ticker,Open,High,Low,Close,Volume
2026-08-05,LLY,1174.0,1216.94,1138.43,1169.86,5504180
2026-08-05,LZB,41.59,42.07,41.41,41.45,268661
2026-08-05,MAS,76.4,77.76,76.11,77.32,1542548
2026-08-05,MCD,271.64,275.3,269.01,274.0,4503450
2026-08-05,MCS,31.33,31.28,30.31,30.79,351335
2026-08-05,MHO,148.65,152.17,149.15,150.54,191234
2026-08-05,MOD,197.39,207.75,194.61,194.61,1016096
2026-08-05,MPC,314.5,315.49,297.37,297.75,2706482
2026-08-05,MRTN,14.97,15.14,14.82,14.93,744136
2026-08-05,MSI,444.49,445.87,436.92,438.14,921022
2026-08-05,NI,42.96,43.92,41.95,42.91,13562727
2026-08-05,NPK,135.42,139.75,133.38,139.57,81836
2026-08-05,NTRS,184.06,185.86,183.13,184.38,863910
2026-08-05,OI,7.5,7.66,7.43,7.47,2358993
2026-08-05,OSK,157.52,160.24,152.18,152.81,531499
2026-08-05,PAG,220.09,220.99,215.4,215.76,330045
2026-08-05,PATK,86.36,88.89,85.6,87.56,485486
2026-08-05,PG,147.85,147.35,144.66,146.8,7477197
2026-08-05,PH,991.01,1009.86,986.79,996.9,1116038
2026-08-05,PKG,255.38,258.4,254.75,256.01,431123
2026-08-05,RAIL,8.54,8.54,7.84,7.91,225329
2026-08-05,REX,44.64,44.65,43.27,44.11,205908
2026-08-05,RKT,14.0,14.27,13.73,13.86,17844917
2026-08-05,ROK,450.0,460.45,444.25,450.05,1117076
2026-08-05,SCL,64.52,64.55,63.19,64.26,156155
2026-08-05,SEAT,9.59,9.59,7.91,8.02,88011
2026-08-05,SGA,9.15,9.4,9.03,9.4,10992
2026-08-05,SJM,120.28,120.28,117.9,119.21,398935
2026-08-05,SKY,78.93,93.25,78.93,91.16,1307578
2026-08-05,SNA,419.47,420.99,416.39,418.85,264650
2026-08-05,SPB,90.8,92.27,90.25,90.47,303935
2026-08-05,SPG,226.29,226.29,222.27,224.81,1735355
2026-08-05,SRCE,91.1,91.24,89.76,89.99,85616
2026-08-05,SSP,2.81,2.9,2.8,2.87,351140
2026-08-05,SUI,121.56,122.26,119.62,120.86,732265
2026-08-05,SYK,336.1,338.73,330.16,337.03,1910709
2026-08-05,TDS,35.45,35.71,34.82,35.39,1164192
2026-08-05,THO,81.14,80.48,79.02,79.48,289651
2026-08-05,TR,39.89,39.91,39.27,39.84,110030
2026-08-05,UAL,133.34,135.37,132.65,132.76,3565263
2026-08-05,UFPI,92.36,93.03,88.92,92.7,520657
2026-08-05,ULTA,546.7,550.65,535.29,539.47,446028
2026-08-05,WEC,108.94,109.23,107.53,108.26,1830319
2026-08-05,WHR,43.81,47.1,43.5,45.19,3855368
2026-08-05,WNC,12.33,12.8,12.21,12.71,775547
2026-08-05,WWW,19.52,19.98,19.37,19.5,573390
2026-08-05,ZBH,101.0,101.8,96.78,98.16,4656336
2026-08-06,ADM,78.58999633789062,79.37000274658203,77.08999633789062,77.51000213623047,4386500
2026-08-06,AEP,127.9800033569336,128.3000030517578,124.30999755859375,125.26000213623047,3088700
2026-08-06,ALL,273.7799987792969,275.3900146484375,268.29998779296875,275.1099853515625,1913300
2026-08-06,ALLY,44.68000030517578,44.869998931884766,44.025001525878906,44.060001373291016,2259100
2026-08-06,ANF,109.87999725341797,111.98999786376953,108.48999786376953,110.4800033569336,828300
2026-08-06,AOS,63.189998626708984,63.5,62.54999923706055,62.9900016784668,1552900
2026-08-06,BAX,27.40999984741211,27.950000762939453,26.81999969482422,27.010000228881836,6944500
2026-08-06,BBWI,20.600000381469727,20.93000030517578,20.1200008392334,20.139999389648438,4647000
2026-08-06,BMI,140.85000610351562,141.0500030517578,136.58999633789062,137.1699981689453,274600
2026-08-06,CARS,10.824999809265137,11.920000076293945,10.59000015258789,11.739999771118164,1524300
2026-08-06,CCC,6.360000133514404,6.539999961853027,6.230000019073486,6.5,7873400
2026-08-06,CF,111.98999786376953,117.18000030517578,109.43000030517578,116.7300033569336,3183200
2026-08-06,CME,266.1099853515625,269.0,262.7300109863281,264.32000732421875,1841400
2026-08-06,CMI,644.4600219726562,654.3400268554688,637.47998046875,643.97998046875,811600
2026-08-06,CTS,66.51000213623047,67.97000122070312,65.93000030517578,66.26000213623047,184800
2026-08-06,DE,614.5700073242188,618.1400146484375,611.1900024414062,614.8400268554688,817900
2026-08-06,DOW,30.0,30.90999984741211,29.719999313354492,30.299999237060547,9296800
2026-08-06,DPZ,366.010009765625,366.010009765625,357.010009765625,358.42999267578125,509900
2026-08-06,ELV,391.8299865722656,392.739990234375,386.69000244140625,391.3999938964844,910900
2026-08-06,EXC,46.11000061035156,46.27000045776367,44.93000030517578,45.31999969482422,6588600
2026-08-06,F,14.149999618530273,14.15999984741211,13.75,13.789999961853027,59941400
2026-08-06,FISV,49.880001068115234,54.150001525878906,49.560001373291016,54.11000061035156,21017500
2026-08-06,FITB,58.25,58.29999923706055,56.790000915527344,56.959999084472656,4634200
2026-08-06,FSS,130.05999755859375,130.66000366210938,126.77999877929688,127.83000183105469,491600
2026-08-06,GE,383.9700012207031,388.8399963378906,372.7900085449219,374.54998779296875,3552900
2026-08-06,GM,89.16000366210938,89.30000305175781,86.5,86.94000244140625,5431300
2026-08-06,GNRC,214.91000366210938,222.8800048828125,210.05999755859375,211.17999267578125,1061200
2026-08-06,GT,7.230000019073486,7.260000228881836,6.480000019073486,6.760000228881836,18073600
2026-08-06,H,178.5,180.5800018310547,178.00999450683594,178.8800048828125,711000
2026-08-06,HOG,26.56999969482422,26.56999969482422,25.549999237060547,25.700000762939453,1370200
2026-08-06,HURC,21.729999542236328,21.989999771118164,21.6200008392334,21.899999618530273,11400
2026-08-06,INGR,104.16999816894531,104.33999633789062,102.55999755859375,102.93000030517578,995200
2026-08-06,ITW,300.1600036621094,300.5299987792969,293.8800048828125,294.70001220703125,912800
2026-08-06,JLL,372.7099914550781,372.7099914550781,360.2200012207031,363.69000244140625,236500
2026-08-06,KELYA,17.75,17.75,15.210000038146973,15.619999885559082,629100
2026-08-06,KR,57.47999954223633,57.70000076293945,56.130001068115234,57.31999969482422,5778700
2026-08-06,KSS,19.479999542236328,19.610000610351562,18.440000534057617,18.450000762939453,4013200
2026-08-06,LE,12.90999984741211,13.045000076293945,12.710000038146973,12.920000076293945,139800
2026-08-06,LKFN,63.400001525878906,63.459999084472656,62.2400016784668,62.310001373291016,124300
2026-08-06,LLY,1196.550048828125,1230.8800048828125,1173.5,1191.93994140625,3422400
2026-08-06,LZB,41.79999923706055,41.79999923706055,40.630001068115234,40.63999938964844,262500
2026-08-06,MAS,77.16999816894531,77.56999969482422,75.06999969482422,75.47000122070312,2944000
2026-08-06,MCD,276.0,276.8299865722656,271.760009765625,276.260009765625,4214900
2026-08-06,MCS,31.0,31.270000457763672,30.3799991607666,30.6299991607666,417000
2026-08-06,MHO,151.92999267578125,151.94000244140625,146.1699981689453,146.8300018310547,154300
2026-08-06,MOD,191.27999877929688,200.75,190.9499969482422,192.52000427246094,919700
2026-08-06,MPC,303.1700134277344,303.3299865722656,293.7200012207031,299.25,1976500
2026-08-06,MRTN,15.020000457763672,15.050000190734863,14.770000457763672,14.859999656677246,503200
2026-08-06,MSI,474.8800048828125,493.57000732421875,464.010009765625,474.07000732421875,1908900
2026-08-06,NI,43.279998779296875,43.5099983215332,42.70000076293945,43.380001068115234,9208700
2026-08-06,NPK,138.64999389648438,141.75,137.74000549316406,137.74000549316406,81400
2026-08-06,NTRS,185.7100067138672,186.30999755859375,183.10000610351562,184.13999938964844,1122200
2026-08-06,OI,7.420000076293945,7.510000228881836,7.079999923706055,7.099999904632568,3203300
2026-08-06,OSK,153.77000427246094,154.85000610351562,152.77000427246094,153.44000244140625,542800
2026-08-06,PAG,216.35000610351562,216.97000122070312,215.0,216.39999389648438,376400
2026-08-06,PATK,86.79000091552734,87.43000030517578,85.37999725341797,86.51000213623047,401400
2026-08-06,PG,147.82000732421875,148.5,145.4499969482422,146.97000122070312,8766700
2026-08-06,PH,1076.0,1099.93994140625,1057.0,1069.800048828125,1437000
2026-08-06,PKG,255.30999755859375,256.94000244140625,250.0500030517578,252.75,505300
2026-08-06,RAIL,8.140000343322754,8.140000343322754,7.690000057220459,7.710000038146973,197600
2026-08-06,REX,44.18000030517578,44.52000045776367,43.0099983215332,43.290000915527344,209000
2026-08-06,RKT,13.5,13.520000457763672,13.015000343322754,13.220000267028809,40050400
2026-08-06,ROK,451.0400085449219,454.260009765625,440.80999755859375,441.79998779296875,1088800
2026-08-06,SCL,64.27999877929688,64.9800033569336,63.599998474121094,63.959999084472656,132300
2026-08-06,SEAT,8.210000038146973,8.279999732971191,7.639999866485596,7.880000114440918,78100
2026-08-06,SGA,9.329999923706055,9.579999923706055,9.180000305175781,9.529999732971191,7700
2026-08-06,SJM,120.98999786376953,120.98999786376953,117.19000244140625,118.80000305175781,959800
2026-08-06,SKY,94.30999755859375,94.30999755859375,90.80000305175781,91.5199966430664,803100
2026-08-06,SNA,423.0,423.0199890136719,413.3800048828125,414.67999267578125,301000
2026-08-06,SPB,91.0,91.20999908447266,87.56999969482422,88.26000213623047,473700
2026-08-06,SPG,226.61000061035156,226.61000061035156,221.07000732421875,221.8300018310547,1390400
2026-08-06,SRCE,90.5,90.7699966430664,89.18000030517578,89.33999633789062,126800
2026-08-06,SSP,2.869999885559082,3.259999990463257,2.8499999046325684,2.950000047683716,1877500
2026-08-06,SUI,121.68000030517578,122.0199966430664,119.55000305175781,120.31999969482422,630500
2026-08-06,SYK,340.45001220703125,343.8699951171875,334.239990234375,337.42999267578125,1803200
2026-08-06,TDS,35.619998931884766,36.029998779296875,35.25,36.0,1999200
2026-08-06,THO,79.58999633789062,79.58999633789062,77.5999984741211,77.68000030517578,448800
2026-08-06,TR,40.279998779296875,40.540000915527344,39.63999938964844,39.75,122800
2026-08-06,UAL,131.75,132.8800048828125,128.91000366210938,129.1199951171875,2318800
2026-08-06,UFPI,92.56999969482422,92.63999938964844,90.2300033569336,91.86000061035156,479400
2026-08-06,ULTA,539.6099853515625,543.9600219726562,536.510009765625,538.7899780273438,358300
2026-08-06,WEC,109.33000183105469,109.69000244140625,107.36000061035156,107.97000122070312,3664900
2026-08-06,WHR,45.25,45.25,42.83000183105469,43.0,2767800
2026-08-06,WNC,12.600000381469727,12.8100004196167,12.430000305175781,12.5600004196167,731300
2026-08-06,WWW,19.719999313354492,19.81999969482422,18.940000534057617,19.040000915527344,979800
2026-08-06,ZBH,98.80000305175781,99.91000366210938,95.66999816894531,97.19000244140625,2998200
2026-08-07,ADM,76.93000030517578,77.58999633789062,75.7699966430664,76.58999633789062,3083500
2026-08-07,AEP,124.98999786376953,126.37000274658203,124.19999694824219,125.7300033569336,4311300
2026-08-07,ALL,272.0899963378906,272.3699951171875,266.20001220703125,267.0,2751200
2026-08-07,ALLY,44.029998779296875,44.26499938964844,43.525001525878906,43.720001220703125,3204500
2026-08-07,ANF,109.0,112.83000183105469,108.16000366210938,112.62000274658203,688600
2026-08-07,AOS,63.0,64.31999969482422,62.59000015258789,63.97999954223633,1280700
2026-08-07,BAX,26.93000030517578,27.8799991607666,26.559999465942383,27.549999237060547,8162700
2026-08-07,BBWI,20.200000762939453,20.540000915527344,19.8799991607666,20.360000610351562,4635800
2026-08-07,BMI,136.3699951171875,140.14999389648438,136.3699951171875,138.86000061035156,203700
2026-08-07,CARS,11.880000114440918,13.34000015258789,11.880000114440918,12.319999694824219,1174300
2026-08-07,CCC,6.559999942779541,6.929999828338623,6.53000020980835,6.920000076293945,12028200
2026-08-07,CF,114.4000015258789,115.7699966430664,111.88999938964844,114.3499984741211,2041000
2026-08-07,CME,262.57000732421875,266.2699890136719,262.42999267578125,263.6600036621094,1250900
2026-08-07,CMI,649.7100219726562,650.2899780273438,636.9400024414062,644.260009765625,963700
2026-08-07,CTS,66.81999969482422,67.98999786376953,65.63999938964844,66.2300033569336,139300
2026-08-07,DE,612.3499755859375,627.8800048828125,611.2100219726562,620.8300170898438,942000
2026-08-07,DOW,29.799999237060547,29.940000534057617,29.264999389648438,29.34000015258789,9022100
2026-08-07,DPZ,354.94000244140625,355.2099914550781,349.760009765625,350.95001220703125,826700
2026-08-07,ELV,390.3900146484375,395.70001220703125,387.30999755859375,394.20001220703125,941900
2026-08-07,EXC,45.11000061035156,45.88999938964844,44.779998779296875,45.61000061035156,6992700
2026-08-07,F,13.819999694824219,14.09000015258789,13.760000228881836,13.979999542236328,34589200
2026-08-07,FISV,53.7599983215332,53.7599983215332,51.40999984741211,52.40999984741211,9426000
2026-08-07,FITB,56.66999816894531,57.31999969482422,56.380001068115234,57.09000015258789,3530200
2026-08-07,FSS,127.3499984741211,129.60000610351562,126.5999984741211,128.2100067138672,310100
2026-08-07,GE,376.3900146484375,377.80999755859375,368.44000244140625,370.0799865722656,2527700
2026-08-07,GM,86.88999938964844,87.87999725341797,86.33000183105469,87.58000183105469,4024000
2026-08-07,GNRC,214.0,216.91000366210938,210.5800018310547,212.22000122070312,663900
2026-08-07,GT,6.900000095367432,6.909999847412109,6.420000076293945,6.440000057220459,11129600
2026-08-07,H,180.58999633789062,180.58999633789062,176.4600067138672,177.7100067138672,781300
2026-08-07,HOG,25.8799991607666,26.299999237060547,25.760000228881836,26.010000228881836,1115500
2026-08-07,HURC,21.809999465942383,22.309999465942383,21.700000762939453,22.059999465942383,13100
2026-08-07,INGR,102.62000274658203,104.66999816894531,102.55999755859375,104.33000183105469,626500
2026-08-07,ITW,293.54998779296875,297.6700134277344,292.45001220703125,296.6600036621094,919000
2026-08-07,JLL,364.04998779296875,371.95001220703125,361.0,362.3800048828125,324200
2026-08-07,KELYA,15.520000457763672,15.789999961853027,15.0600004196167,15.1899995803833,341600
2026-08-07,KR,56.70000076293945,56.90999984741211,56.189998626708984,56.72999954223633,7375100
2026-08-07,KSS,18.56999969482422,19.600000381469727,18.229999542236328,19.299999237060547,3466600
2026-08-07,LE,12.989999771118164,13.199999809265137,12.829999923706055,13.119999885559082,154600
2026-08-07,LKFN,62.15999984741211,62.16999816894531,61.70000076293945,61.72999954223633,82600
2026-08-07,LLY,1188.0,1196.800048828125,1161.199951171875,1185.7099609375,2898500
2026-08-07,LZB,40.7599983215332,42.189998626708984,40.7599983215332,42.13999938964844,467800
2026-08-07,MAS,75.77999877929688,77.8499984741211,75.68000030517578,77.51000213623047,1838800
2026-08-07,MCD,274.510009765625,276.8699951171875,273.2900085449219,274.4800109863281,4909700
2026-08-07,MCS,30.65999984741211,30.8799991607666,29.959999084472656,30.649999618530273,437600
2026-08-07,MHO,147.3699951171875,152.13999938964844,147.1999969482422,151.99000549316406,192000
2026-08-07,MOD,195.41000366210938,197.7100067138672,189.5,195.60000610351562,1181900
2026-08-07,MPC,295.1400146484375,301.489990234375,290.3599853515625,298.20001220703125,2300300
2026-08-07,MRTN,14.920000076293945,15.210000038146973,14.899999618530273,14.949999809265137,639800
2026-08-07,MSI,478.3399963378906,479.8399963378906,467.30999755859375,467.54998779296875,996300
2026-08-07,NI,43.150001525878906,43.310001373291016,42.54999923706055,42.61000061035156,7667000
2026-08-07,NPK,137.10000610351562,138.97999572753906,136.44000244140625,137.99000549316406,81300
2026-08-07,NTRS,184.0800018310547,185.75999450683594,182.1199951171875,185.5,775700
2026-08-07,OI,7.119999885559082,7.329999923706055,7.010000228881836,7.03000020980835,2869800
2026-08-07,OSK,154.57000732421875,157.00999450683594,154.02999877929688,155.25999450683594,422500
2026-08-07,PAG,216.0,217.22000122070312,215.5,216.41000366210938,307800
2026-08-07,PATK,86.19999694824219,89.12000274658203,86.19999694824219,88.83999633789062,478300
2026-08-07,PG,144.89999389648438,146.0,143.8800048828125,145.7899932861328,7565500
2026-08-07,PH,1078.8699951171875,1089.3499755859375,1072.469970703125,1073.8699951171875,823500
2026-08-07,PKG,252.32000732421875,256.94000244140625,248.66000366210938,256.0400085449219,479300
2026-08-07,RAIL,7.829999923706055,7.980000019073486,7.630000114440918,7.940000057220459,141100
2026-08-07,REX,43.25,44.380001068115234,42.5,42.79999923706055,131200
2026-08-07,RKT,14.229999542236328,14.279999732971191,13.130000114440918,13.720000267028809,42103100
2026-08-07,ROK,449.5,449.5,439.2799987792969,441.0400085449219,1122300
2026-08-07,SCL,64.0199966430664,65.72000122070312,64.0199966430664,65.1500015258789,118300
2026-08-07,SEAT,7.800000190734863,8.095000267028809,7.489999771118164,7.599999904632568,34300
2026-08-07,SGA,9.420000076293945,10.109999656677246,9.319999694824219,10.039999961853027,22400
2026-08-07,SJM,118.16000366210938,120.70999908447266,117.66000366210938,120.16000366210938,685400
2026-08-07,SKY,92.66999816894531,95.56999969482422,92.05000305175781,94.66000366210938,601500
2026-08-07,SNA,412.32000732421875,416.9100036621094,411.5199890136719,416.3500061035156,392200
2026-08-07,SPB,96.5,99.05999755859375,88.0199966430664,90.12999725341797,766100
2026-08-07,SPG,221.75999450683594,223.0800018310547,219.55999755859375,222.91000366210938,1318400
2026-08-07,SRCE,89.23999786376953,89.23999786376953,87.6500015258789,88.01000213623047,204000
2026-08-07,SSP,2.869999885559082,3.8499999046325684,2.6500000953674316,3.319999933242798,1914400
2026-08-07,SUI,120.0199966430664,121.0999984741211,119.43000030517578,120.44000244140625,810800
2026-08-07,SYK,336.6700134277344,340.0,332.5400085449219,339.0299987792969,1845900
2026-08-07,TDS,35.220001220703125,35.27000045776367,31.510000228881836,32.97999954223633,3333400
2026-08-07,THO,78.43000030517578,80.2300033569336,77.58999633789062,79.55000305175781,438600
2026-08-07,TR,39.5099983215332,40.189998626708984,39.5099983215332,39.630001068115234,99700
2026-08-07,UAL,130.0399932861328,130.3300018310547,127.66999816894531,129.55999755859375,2169700
2026-08-07,UFPI,91.73999786376953,94.93000030517578,91.51000213623047,94.04000091552734,442500
2026-08-07,ULTA,538.8499755859375,566.72998046875,537.9199829101562,565.1500244140625,566300
2026-08-07,WEC,107.5,108.58999633789062,106.47000122070312,107.62999725341797,2359500
2026-08-07,WHR,43.400001525878906,44.13999938964844,41.880001068115234,43.279998779296875,1768800
2026-08-07,WNC,12.609999656677246,13.100000381469727,12.489999771118164,12.930000305175781,847400
2026-08-07,WWW,18.979999542236328,19.450000762939453,18.84000015258789,18.93000030517578,622500
2026-08-07,ZBH,96.58000183105469,96.88999938964844,94.87999725341797,96.55000305175781,2186700
2026-08-10,ADM,76.22000122070312,80.63999938964844,76.22000122070312,80.48999786376953,5510000
2026-08-10,AEP,125.05000305175781,125.68000030517578,122.25,122.83999633789062,4659100
2026-08-10,ALL,266.95001220703125,271.6300048828125,262.0199890136719,269.6700134277344,1723000
2026-08-10,ALLY,43.43000030517578,44.22999954223633,43.220001220703125,43.790000915527344,4260900
2026-08-10,ANF,113.4000015258789,118.97000122070312,112.9800033569336,118.52999877929688,1342400
2026-08-10,AOS,63.61000061035156,63.70000076293945,62.15999984741211,62.40999984741211,1229200
2026-08-10,BAX,27.1200008392334,27.969999313354492,26.780000686645508,27.780000686645508,8306800
2026-08-10,BBWI,19.940000534057617,20.059999465942383,19.290000915527344,19.31999969482422,7352200
2026-08-10,BMI,138.83999633789062,138.83999633789062,135.4199981689453,136.44000244140625,207600
2026-08-10,CARS,12.079999923706055,12.515000343322754,11.869999885559082,12.1899995803833,772100
2026-08-10,CCC,6.849999904632568,7.019999980926514,6.795000076293945,6.96999979019165,8462200
2026-08-10,CDW,135.0,137.30999755859375,134.3800048828125,136.42999267578125,1482600
2026-08-10,CF,115.5,121.5999984741211,115.5,121.4800033569336,2779400
2026-08-10,CME,262.57000732421875,268.5299987792969,262.010009765625,263.6499938964844,1578400
2026-08-10,CMI,649.3699951171875,653.0,632.3900146484375,634.8200073242188,679600
2026-08-10,CTS,66.26000213623047,66.88999938964844,64.51000213623047,64.61000061035156,142400
2026-08-10,DE,621.1199951171875,623.5499877929688,603.1099853515625,609.280029296875,1022900
2026-08-10,DOW,29.649999618530273,30.579999923706055,29.545000076293945,30.579999923706055,7474900
2026-08-10,DPZ,343.7900085449219,352.260009765625,341.0199890136719,347.8500061035156,841200
2026-08-10,DTE,139.1699981689453,139.3300018310547,136.47000122070312,136.77999877929688,1638000
2026-08-10,DTM,132.35000610351562,134.66000366210938,131.47999572753906,134.17999267578125,960900
2026-08-10,ELV,395.30999755859375,400.92999267578125,395.0199890136719,397.70001220703125,854600
2026-08-10,EXC,45.31999969482422,45.40999984741211,44.45000076293945,44.5,6814000
2026-08-10,F,13.9399995803833,14.069999694824219,13.760000228881836,14.0,39252700
2026-08-10,FISV,52.349998474121094,53.040000915527344,51.20000076293945,52.220001220703125,8344700
2026-08-10,FITB,56.79999923706055,57.22999954223633,56.630001068115234,57.130001068115234,2954000
2026-08-10,FSS,128.05999755859375,128.83999633789062,126.26000213623047,126.7699966430664,217100
2026-08-10,GE,371.5199890136719,372.260009765625,364.8399963378906,366.70001220703125,3092000
2026-08-10,GM,87.41999816894531,88.80999755859375,86.37999725341797,87.95999908447266,3446600
2026-08-10,GNRC,213.6999969482422,214.88999938964844,206.0800018310547,206.08999633789062,630500
2026-08-10,GT,6.420000076293945,6.420000076293945,6.019999980926514,6.03000020980835,13322300
2026-08-10,H,175.77000427246094,177.9499969482422,169.86000061035156,170.0800018310547,671800
2026-08-10,HOG,25.81999969482422,26.100000381469727,25.59000015258789,26.09000015258789,1062000
2026-08-10,HURC,21.889999389648438,22.459999084472656,21.440000534057617,21.719999313354492,25800
2026-08-10,INGR,103.93000030517578,104.58999633789062,103.33999633789062,103.4800033569336,684800
2026-08-10,ITW,296.17999267578125,296.70001220703125,293.44000244140625,294.5199890136719,797600
2026-08-10,JLL,358.69000244140625,362.3900146484375,354.5899963378906,357.3500061035156,215500
2026-08-10,KELYA,15.510000228881836,16.200000762939453,15.399999618530273,15.670000076293945,566100
2026-08-10,KR,57.040000915527344,57.040000915527344,56.2400016784668,56.47999954223633,5903500
2026-08-10,KSS,19.40999984741211,19.510000228881836,18.950000762939453,19.030000686645508,2521600
2026-08-10,LKFN,61.150001525878906,61.709999084472656,60.470001220703125,61.029998779296875,139200
2026-08-10,LLY,1185.010009765625,1231.93994140625,1184.4100341796875,1231.93994140625,3011900
2026-08-10,LZB,41.599998474121094,42.45000076293945,41.209999084472656,41.400001525878906,524900
2026-08-10,MAS,76.9000015258789,77.62999725341797,74.54000091552734,74.72000122070312,2709500
2026-08-10,MCD,274.1400146484375,275.75,270.3599853515625,273.7200012207031,4742100
2026-08-10,MCS,30.5,30.6200008392334,29.549999237060547,29.8700008392334,353900
2026-08-10,MHO,151.02999877929688,152.08999633789062,147.32000732421875,148.10000610351562,217900
2026-08-10,MOD,197.88999938964844,201.7100067138672,190.60000610351562,191.00999450683594,729700
2026-08-10,MPC,302.20001220703125,320.4200134277344,302.20001220703125,320.32000732421875,4058700
2026-08-10,MPLX,58.849998474121094,59.04999923706055,58.290000915527344,58.70000076293945,1516600
2026-08-10,MRTN,14.930000305175781,15.279999732971191,14.600000381469727,14.680000305175781,645800
2026-08-10,MSI,469.989990234375,469.989990234375,457.0,461.9800109863281,822500
2026-08-10,NI,42.34000015258789,42.34000015258789,41.70000076293945,41.779998779296875,7672900
2026-08-10,NPK,137.97999572753906,139.05999755859375,136.88999938964844,137.5,101400
2026-08-10,NTRS,185.1199951171875,188.63999938964844,184.94000244140625,187.86000061035156,1615700
2026-08-10,OI,6.920000076293945,7.010000228881836,6.820000171661377,7.0,2823400
2026-08-10,OSK,155.30999755859375,155.94000244140625,152.9199981689453,155.38999938964844,642900
2026-08-10,PAG,215.5,216.7899932861328,215.0,216.27000427246094,347800
2026-08-10,PATK,88.69999694824219,88.69999694824219,84.13999938964844,85.5,442400
2026-08-10,PG,144.72999572753906,146.4600067138672,144.14999389648438,146.44000244140625,7386500
2026-08-10,PH,1084.8499755859375,1084.8499755859375,1057.760009765625,1060.5,524900
2026-08-10,PKG,254.08999633789062,255.42999267578125,251.5800018310547,254.75,504700
2026-08-10,REX,42.79999923706055,43.95000076293945,42.779998779296875,43.279998779296875,188100
2026-08-10,RKT,13.40999984741211,14.0,13.289999961853027,13.760000228881836,27865200
2026-08-10,ROK,440.2799987792969,442.7699890136719,434.0,435.2200012207031,846900
2026-08-10,SCL,64.63999938964844,65.9000015258789,63.45000076293945,64.86000061035156,131300
2026-08-10,SEAT,7.440000057220459,7.756999969482422,7.239999771118164,7.349999904632568,31400
2026-08-10,SGA,9.75,10.039999961853027,9.579999923706055,9.649999618530273,13100
2026-08-10,SJM,119.0,119.20999908447266,117.61000061035156,118.06999969482422,1031100
2026-08-10,SKY,93.43000030517578,93.83000183105469,91.79000091552734,92.98999786376953,689300
2026-08-10,SNA,415.82000732421875,418.25,409.94000244140625,411.1099853515625,228300
2026-08-10,SPB,88.2300033569336,88.4800033569336,85.80999755859375,87.87999725341797,582400
2026-08-10,SPG,221.14999389648438,223.4199981689453,218.3300018310547,220.5500030517578,1244800
2026-08-10,SRCE,87.52999877929688,88.0,86.7300033569336,87.33000183105469,126000
2026-08-10,SSP,3.2799999713897705,3.6600000858306885,3.2699999809265137,3.3299999237060547,730500
2026-08-10,SUI,119.5199966430664,119.61000061035156,118.30000305175781,118.56999969482422,836000
2026-08-10,SYK,337.0299987792969,345.92999267578125,335.0,345.80999755859375,1660100
2026-08-10,TDS,33.0,33.75,32.560001373291016,33.70000076293945,1508500
